rowNumber,PersonId,State,Practice,PracticeName,LifeCycle,Loyal,Issue,Score,ScoreName,NPS-score,Channel,QuotePrice,QuoteType,RevPrice,RevObjects 
3571,499,s4,4,BI,Evaluation,,,,,,,,,,
3572,499,s4,4,BI,Evaluation,,,,,,,12748,Consultant,,
3573,499,s6,4,BI,Purchase,,,9,CES,,,,,,
3574,499,s6,4,BI,Purchase,,,10,NPS,1,,,,,
3575,499,s6,4,BI,Purchase,,,,,,,,,12748,1
3576,499,s7,4,BI,Use,,,,,,,,,,
3577,499,s9,4,BI,Use,,,,,,,,,,
3578,499,s10,4,BI,End,,,,,,,,,,
3579,500,s1,,,Awareness,,,,,,,,,,
3580,500,s2,0,Siebel,Awareness,,,,,,,,,,
3581,500,s3,0,Siebel,Awareness,,,,,,,,,,
3582,500,s4,0,Siebel,Evaluation,,,,,,,,,,
3583,500,s4,0,Siebel,Evaluation,,,,,,,17405,Consultant,,
3584,500,s5,0,Siebel,Evaluation,,,,,,,,,,
3585,500,s4,0,Siebel,Evaluation,,,,,,,,,,
3586,500,s4,0,Siebel,Evaluation,,,,,,,10947,Consultant,,
3587,500,s4,0,Siebel,Evaluation,,,10,CES,,,,,,
3588,500,s4,0,Siebel,Evaluation,,,10,NPS,1,,,,,
3589,500,s4,0,Siebel,Evaluation,,,,,,,26909,Consultant,,
3590,500,s6,0,Siebel,Purchase,,,8,CES,,,,,,
3591,500,s6,0,Siebel,Purchase,,,10,NPS,1,,,,,
3592,500,s6,0,Siebel,Purchase,,,,,,,,,26909,1
3593,500,s7,0,Siebel,Use,,,,,,,,,,
3594,500,s9,0,Siebel,Use,,,,,,,,,,
3595,500,s10,0,Siebel,End,,,,,,,,,,
3596,501,s1,,,Awareness,,,,,,,,,,
3597,501,s2,2,Service Cloud,Awareness,,,3,CES,,,,,,
3598,501,s3,2,Service Cloud,Awareness,,,,,,,,,,
3599,501,s10,2,Service Cloud,End,,,,,,,,,,
3600,502,s1,,,Awareness,,,,,,,,,,
3601,502,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3602,502,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
3603,502,s4,3,Marketing Cloud,Evaluation,,,,,,,,,,
3604,502,s4,3,Marketing Cloud,Evaluation,,,,,,,57573,Consultant,,
3605,502,s10,3,Marketing Cloud,End,,,,,,,,,,
3606,503,s1,,,Awareness,,,,,,,,,,
3607,503,s2,2,Service Cloud,Awareness,,,,,,,,,,
3608,503,s10,2,Service Cloud,End,,,,,,,,,,
3609,504,s1,,,Awareness,,,,,,,,,,
3610,504,s2,4,BI,Awareness,,,,,,,,,,
3611,504,s10,4,BI,End,,,,,,,,,,
3612,505,s1,,,Awareness,,,,,,,,,,
3613,505,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3614,505,s10,3,Marketing Cloud,End,,,,,,,,,,
3615,506,s1,,,Awareness,,,,,,,,,,
3616,506,s2,5,Siebel,Awareness,,,,,,,,,,
3617,506,s10,5,Siebel,End,,,,,,,,,,
3618,507,s1,,,Awareness,,,,,,,,,,
3619,507,s2,2,Service Cloud,Awareness,,,4,CES,,,,,,
3620,507,s10,2,Service Cloud,End,,,,,,,,,,
3621,508,s1,,,Awareness,,,,,,,,,,
3622,508,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3623,508,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
3624,508,s10,3,Marketing Cloud,End,,,,,,,,,,
3625,509,s1,,,Awareness,,,,,,,,,,
3626,509,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3627,509,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
3628,509,s5,3,Marketing Cloud,Evaluation,,,,,,,,,,
3629,509,s4,3,Marketing Cloud,Evaluation,,,,,,,,,,
3630,509,s4,3,Marketing Cloud,Evaluation,,,,,,,34641,Consultant,,
3631,509,s5,3,Marketing Cloud,Evaluation,,,6,CES,,,,,,
3632,509,s5,3,Marketing Cloud,Evaluation,,,10,NPS,1,,,,,
3633,509,s4,3,Marketing Cloud,Evaluation,,,4,CES,,,,,,
3634,509,s4,3,Marketing Cloud,Evaluation,,,10,NPS,1,,,,,
3635,509,s4,3,Marketing Cloud,Evaluation,,,,,,,45946,Consultant,,
3636,509,s5,3,Marketing Cloud,Evaluation,,,,,,,,,,
3637,509,s4,3,Marketing Cloud,Evaluation,,,8,CES,,,,,,
3638,509,s4,3,Marketing Cloud,Evaluation,,,4,NPS,-1,,,,,
3639,509,s4,3,Marketing Cloud,Evaluation,,,,,,,43850,Consultant,,
3640,509,s6,3,Marketing Cloud,Purchase,,,,,,,,,,
3641,509,s6,3,Marketing Cloud,Purchase,,,,,,,,,43850,1
3642,509,s7,3,Marketing Cloud,Use,,,,,,,,,,
3643,509,s9,3,Marketing Cloud,Use,,,8,CES,,,,,,
3644,509,s9,3,Marketing Cloud,Use,,,4,NPS,-1,,,,,
3645,509,s10,3,Marketing Cloud,End,,,,,,,,,,
3646,510,s1,,,Awareness,,,,,,,,,,
3647,510,s2,5,Siebel,Awareness,,,,,,,,,,
3648,510,s3,5,Siebel,Awareness,,,,,,,,,,
3649,510,s10,5,Siebel,End,,,,,,,,,,
3650,511,s1,,,Awareness,,,,,,,,,,
3651,511,s2,5,Siebel,Awareness,,,,,,,,,,
3652,511,s3,5,Siebel,Awareness,,,,,,,,,,
3653,511,s4,5,Siebel,Evaluation,,,,,,,,,,
3654,511,s4,5,Siebel,Evaluation,,,,,,,13833,Consultant,,
3655,511,s10,5,Siebel,End,,,,,,,,,,
3656,512,s1,,,Awareness,,,,,,,,,,
3657,512,s2,5,Siebel,Awareness,,,,,,,,,,
3658,512,s3,5,Siebel,Awareness,,,,,,,,,,
3659,512,s4,5,Siebel,Evaluation,,,9,CES,,,,,,
3660,512,s4,5,Siebel,Evaluation,,,8,NPS,0,,,,,
3661,512,s4,5,Siebel,Evaluation,,,,,,,76654,Consultant,,
3662,512,s6,5,Siebel,Purchase,,,10,CES,,,,,,
3663,512,s6,5,Siebel,Purchase,,,10,NPS,1,,,,,
3664,512,s6,5,Siebel,Purchase,,,,,,,,,76654,1
3665,512,s7,5,Siebel,Use,,,,,,,,,,
3666,512,s9,5,Siebel,Use,,,,,,,,,,
3667,512,s10,5,Siebel,End,,,,,,,,,,
3668,513,s1,,,Awareness,,,,,,,,,,
3669,513,s10,,,End,,,,,,,,,,
3670,514,s1,,,Awareness,,,,,,,,,,
3671,514,s2,0,Siebel,Awareness,,,,,,,,,,
3672,514,s3,0,Siebel,Awareness,,,,,,,,,,
3673,514,s5,0,Siebel,Evaluation,,,,,,,,,,
3674,514,s4,0,Siebel,Evaluation,,,,,,,,,,
3675,514,s4,0,Siebel,Evaluation,,,,,,,24990,Consultant,,
3676,514,s5,0,Siebel,Evaluation,,,,,,,,,,
3677,514,s4,0,Siebel,Evaluation,,,,,,,,,,
3678,514,s4,0,Siebel,Evaluation,,,,,,,21220,Consultant,,
3679,514,s6,0,Siebel,Purchase,,,,,,,,,,
3680,514,s6,0,Siebel,Purchase,,,,,,,,,21220,1
3681,514,s7,0,Siebel,Use,,,6,CES,,,,,,
3682,514,s7,0,Siebel,Use,,,10,NPS,1,,,,,
3683,514,s9,0,Siebel,Use,,,,,,,,,,
3684,514,s10,0,Siebel,End,,,,,,,,,,
3685,515,s1,,,Awareness,,,,,,,,,,
3686,515,s2,2,Service Cloud,Awareness,,,,,,,,,,
3687,515,s10,2,Service Cloud,End,,,,,,,,,,
3688,516,s1,,,Awareness,,,,,,,,,,
3689,516,s2,0,Siebel,Awareness,,,,,,,,,,
3690,516,s3,0,Siebel,Awareness,,,,,,,,,,
3691,516,s4,0,Siebel,Evaluation,,,,,,,,,,
3692,516,s4,0,Siebel,Evaluation,,,,,,,76854,Consultant,,
3693,516,s6,0,Siebel,Purchase,,,,,,,,,,
3694,516,s6,0,Siebel,Purchase,,,,,,,,,76854,1
3695,516,s7,0,Siebel,Use,,,,,,,,,,
3696,516,s9,0,Siebel,Use,,,10,CES,,,,,,
3697,516,s9,0,Siebel,Use,,,9,NPS,1,,,,,
3698,516,s10,0,Siebel,End,,,,,,,,,,
3699,517,s1,,,Awareness,,,,,,,,,,
3700,517,s2,4,BI,Awareness,,,7,CES,,,,,,
3701,517,s3,4,BI,Awareness,,,,,,,,,,
3702,517,s10,4,BI,End,,,,,,,,,,
3703,518,s1,,,Awareness,,,,,,,,,,
3704,518,s10,,,End,,,,,,,,,,
3705,519,s1,,,Awareness,,,,,,,,,,
3706,519,s2,2,Service Cloud,Awareness,,,,,,,,,,
3707,519,s10,2,Service Cloud,End,,,,,,,,,,
3708,520,s1,,,Awareness,,,,,,,,,,
3709,520,s2,3,Marketing Cloud,Awareness,,,10,CES,,,,,,
3710,520,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
3711,520,s4,3,Marketing Cloud,Evaluation,,,,,,,,,,
3712,520,s4,3,Marketing Cloud,Evaluation,,,,,,,37097,Consultant,,
3713,520,s4,3,Marketing Cloud,Evaluation,,,,,,,,,,
3714,520,s4,3,Marketing Cloud,Evaluation,,,,,,,48981,Consultant,,
3715,520,s10,3,Marketing Cloud,End,,,,,,,,,,
3716,521,s1,,,Awareness,,,,,,,,,,
3717,521,s2,5,Siebel,Awareness,,,,,,,,,,
3718,521,s3,5,Siebel,Awareness,,,,,,,,,,
3719,521,s5,5,Siebel,Evaluation,,,7,CES,,,,,,
3720,521,s5,5,Siebel,Evaluation,,,10,NPS,1,,,,,
3721,521,s4,5,Siebel,Evaluation,,,,,,,,,,
3722,521,s4,5,Siebel,Evaluation,,,,,,,14127,Consultant,,
3723,521,s10,5,Siebel,End,,,,,,,,,,
3724,522,s1,,,Awareness,,,,,,,,,,
3725,522,s10,,,End,,,,,,,,,,
3726,523,s1,,,Awareness,,,,,,,,,,
3727,523,s2,5,Siebel,Awareness,,,,,,,,,,
3728,523,s3,5,Siebel,Awareness,,,,,,,,,,
3729,523,s4,5,Siebel,Evaluation,,,,,,,,,,
3730,523,s4,5,Siebel,Evaluation,,,,,,,84365,Consultant,,
3731,523,s6,5,Siebel,Purchase,,,,,,,,,,
3732,523,s6,5,Siebel,Purchase,,,,,,,,,84365,1
3733,523,s7,5,Siebel,Use,,,10,CES,,,,,,
3734,523,s7,5,Siebel,Use,,,10,NPS,1,,,,,
3735,523,s9,5,Siebel,Use,,,,,,,,,,
3736,523,s10,5,Siebel,End,,,,,,,,,,
3737,524,s1,,,Awareness,,,,,,,,,,
3738,524,s2,3,Marketing Cloud,Awareness,,,9,CES,,,,,,
3739,524,s10,3,Marketing Cloud,End,,,,,,,,,,
3740,525,s1,,,Awareness,,,,,,,,,,
3741,525,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3742,525,s10,3,Marketing Cloud,End,,,,,,,,,,
3743,526,s1,,,Awareness,,,,,,,,,,
3744,526,s2,5,Siebel,Awareness,,,,,,,,,,
3745,526,s3,5,Siebel,Awareness,,,,,,,,,,
3746,526,s5,5,Siebel,Evaluation,,,5,CES,,,,,,
3747,526,s5,5,Siebel,Evaluation,,,10,NPS,1,,,,,
3748,526,s4,5,Siebel,Evaluation,,,,,,,,,,
3749,526,s4,5,Siebel,Evaluation,,,,,,,12176,Consultant,,
3750,526,s6,5,Siebel,Purchase,,,,,,,,,,
3751,526,s6,5,Siebel,Purchase,,,,,,,,,12176,1
3752,526,s7,5,Siebel,Use,,,10,CES,,,,,,
3753,526,s7,5,Siebel,Use,,,9,NPS,1,,,,,
3754,526,s2,4,BI,Awareness,Loyal,,,,,,,,,
3755,526,s3,4,BI,Awareness,Loyal,,,,,,,,,
3756,526,s5,4,BI,Evaluation,Loyal,,10,CES,,,,,,
3757,526,s5,4,BI,Evaluation,Loyal,,10,NPS,1,,,,,
3758,526,s4,4,BI,Evaluation,Loyal,,,,,,,,,
3759,526,s4,4,BI,Evaluation,Loyal,,,,,,75216,Consultant,,
3760,526,s6,4,BI,Purchase,Loyal,,9,CES,,,,,,
3761,526,s6,4,BI,Purchase,Loyal,,10,NPS,1,,,,,
3762,526,s6,4,BI,Purchase,Loyal,,,,,,,,75216,1
3763,526,s7,4,BI,Use,Loyal,,,,,,,,,
3764,526,s9,4,BI,Use,Loyal,,,,,,,,,
3765,526,s4,4,BI,Evaluation,Loyal,,,,,,,,,
3766,526,s4,4,BI,Evaluation,Loyal,,,,,,76928,Consultant,,
3767,526,s6,4,BI,Purchase,Loyal,,,,,,,,,
3768,526,s6,4,BI,Purchase,Loyal,,,,,,,,76928,1
3769,526,s7,4,BI,Use,Loyal,,10,CES,,,,,,
3770,526,s7,4,BI,Use,Loyal,,9,NPS,1,,,,,
3771,526,s9,4,BI,Use,Loyal,,,,,,,,,
3772,526,s10,4,BI,End,Loyal,,,,,,,,,
3773,527,s1,,,Awareness,,,,,,,,,,
3774,527,s10,,,End,,,,,,,,,,
3775,528,s1,,,Awareness,,,,,,,,,,
3776,528,s2,1,Sales Cloud,Awareness,,,,,,,,,,
3777,528,s10,1,Sales Cloud,End,,,,,,,,,,
3778,529,s1,,,Awareness,,,,,,,,,,
3779,529,s2,0,Siebel,Awareness,,,,,,,,,,
3780,529,s10,0,Siebel,End,,,,,,,,,,
3781,530,s1,,,Awareness,,,,,,,,,,
3782,530,s10,,,End,,,,,,,,,,
3783,531,s1,,,Awareness,,,,,,,,,,
3784,531,s2,5,Siebel,Awareness,,,6,CES,,,,,,
3785,531,s10,5,Siebel,End,,,,,,,,,,
3786,532,s1,,,Awareness,,,,,,,,,,
3787,532,s2,1,Sales Cloud,Awareness,,,,,,,,,,
3788,532,s10,1,Sales Cloud,End,,,,,,,,,,
3789,533,s1,,,Awareness,,,,,,,,,,
3790,533,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3791,533,s10,3,Marketing Cloud,End,,,,,,,,,,
3792,534,s1,,,Awareness,,,,,,,,,,
3793,534,s2,2,Service Cloud,Awareness,,,,,,,,,,
3794,534,s10,2,Service Cloud,End,,,,,,,,,,
3795,535,s1,,,Awareness,,,,,,,,,,
3796,535,s2,5,Siebel,Awareness,,,,,,,,,,
3797,535,s3,5,Siebel,Awareness,,,,,,,,,,
3798,535,s10,5,Siebel,End,,,,,,,,,,
3799,536,s1,,,Awareness,,,,,,,,,,
3800,536,s2,1,Sales Cloud,Awareness,,,,,,,,,,
3801,536,s3,1,Sales Cloud,Awareness,,,,,,,,,,
3802,536,s5,1,Sales Cloud,Evaluation,,,,,,,,,,
3803,536,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
3804,536,s4,1,Sales Cloud,Evaluation,,,,,,,12611,Consultant,,
3805,536,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
3806,536,s4,1,Sales Cloud,Evaluation,,,,,,,14476,Consultant,,
3807,536,s6,1,Sales Cloud,Purchase,,,5,CES,,,,,,
3808,536,s6,1,Sales Cloud,Purchase,,,2,NPS,-1,,,,,
3809,536,s6,1,Sales Cloud,Purchase,,,,,,,,,14476,1
3810,536,s7,1,Sales Cloud,Use,,,,,,,,,,
3811,536,s9,1,Sales Cloud,Use,,,,,,,,,,
3812,536,s4,1,Sales Cloud,Evaluation,Loyal,,4,CES,,,,,,
3813,536,s4,1,Sales Cloud,Evaluation,Loyal,,10,NPS,1,,,,,
3814,536,s4,1,Sales Cloud,Evaluation,Loyal,,,,,,71457,Consultant,,
3815,536,s6,1,Sales Cloud,Purchase,Loyal,,10,CES,,,,,,
3816,536,s6,1,Sales Cloud,Purchase,Loyal,,7,NPS,0,,,,,
3817,536,s6,1,Sales Cloud,Purchase,Loyal,,,,,,,,71457,1
3818,536,s7,1,Sales Cloud,Use,Loyal,,,,,,,,,
3819,536,s9,1,Sales Cloud,Use,Loyal,,,,,,,,,
3820,536,s4,1,Sales Cloud,Evaluation,Loyal,,,,,,,,,
3821,536,s4,1,Sales Cloud,Evaluation,Loyal,,,,,,63271,Consultant,,
3822,536,s6,1,Sales Cloud,Purchase,Loyal,,,,,,,,,
3823,536,s6,1,Sales Cloud,Purchase,Loyal,,,,,,,,63271,1
3824,536,s7,1,Sales Cloud,Use,Loyal,,10,CES,,,,,,
3825,536,s7,1,Sales Cloud,Use,Loyal,,10,NPS,1,,,,,
3826,536,s9,1,Sales Cloud,Use,Loyal,,,,,,,,,
3827,536,s10,1,Sales Cloud,End,Loyal,,,,,,,,,
3828,537,s1,,,Awareness,,,,,,,,,,
3829,537,s2,5,Siebel,Awareness,,,,,,,,,,
3830,537,s3,5,Siebel,Awareness,,,,,,,,,,
3831,537,s4,5,Siebel,Evaluation,,,,,,,,,,
3832,537,s4,5,Siebel,Evaluation,,,,,,,26877,Consultant,,
3833,537,s5,5,Siebel,Evaluation,,,10,CES,,,,,,
3834,537,s5,5,Siebel,Evaluation,,,10,NPS,1,,,,,
3835,537,s4,5,Siebel,Evaluation,,,,,,,,,,
3836,537,s4,5,Siebel,Evaluation,,,,,,,23473,Consultant,,
3837,537,s10,5,Siebel,End,,,,,,,,,,
3838,538,s1,,,Awareness,,,,,,,,,,
3839,538,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3840,538,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
3841,538,s5,3,Marketing Cloud,Evaluation,,,,,,,,,,
3842,538,s4,3,Marketing Cloud,Evaluation,,,,,,,,,,
3843,538,s4,3,Marketing Cloud,Evaluation,,,,,,,18366,Consultant,,
3844,538,s10,3,Marketing Cloud,End,,,,,,,,,,
3845,539,s1,,,Awareness,,,,,,,,,,
3846,539,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3847,539,s10,3,Marketing Cloud,End,,,,,,,,,,
3848,540,s1,,,Awareness,,,,,,,,,,
3849,540,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3850,540,s10,3,Marketing Cloud,End,,,,,,,,,,
3851,541,s1,,,Awareness,,,,,,,,,,
3852,541,s10,,,End,,,,,,,,,,
3853,542,s1,,,Awareness,,,,,,,,,,
3854,542,s2,5,Siebel,Awareness,,,,,,,,,,
3855,542,s10,5,Siebel,End,,,,,,,,,,
3856,543,s1,,,Awareness,,,,,,,,,,
3857,543,s2,1,Sales Cloud,Awareness,,,1,CES,,,,,,
3858,543,s10,1,Sales Cloud,End,,,,,,,,,,
3859,544,s1,,,Awareness,,,,,,,,,,
3860,544,s2,4,BI,Awareness,,,,,,,,,,
3861,544,s3,4,BI,Awareness,,,,,,,,,,
3862,544,s10,4,BI,End,,,,,,,,,,
3863,545,s1,,,Awareness,,,,,,,,,,
3864,545,s2,4,BI,Awareness,,,,,,,,,,
3865,545,s3,4,BI,Awareness,,,,,,,,,,
3866,545,s10,4,BI,End,,,,,,,,,,
3867,546,s1,,,Awareness,,,,,,,,,,
3868,546,s2,4,BI,Awareness,,,,,,,,,,
3869,546,s3,4,BI,Awareness,,,,,,,,,,
3870,546,s10,4,BI,End,,,,,,,,,,
3871,547,s1,,,Awareness,,,,,,,,,,
3872,547,s2,0,Siebel,Awareness,,,,,,,,,,
3873,547,s3,0,Siebel,Awareness,,,,,,,,,,
3874,547,s5,0,Siebel,Evaluation,,,,,,,,,,
3875,547,s4,0,Siebel,Evaluation,,,10,CES,,,,,,
3876,547,s4,0,Siebel,Evaluation,,,7,NPS,0,,,,,
3877,547,s4,0,Siebel,Evaluation,,,,,,,15807,Consultant,,
3878,547,s10,0,Siebel,End,,,,,,,,,,
3879,548,s1,,,Awareness,,,,,,,,,,
3880,548,s10,,,End,,,,,,,,,,
3881,549,s1,,,Awareness,,,,,,,,,,
3882,549,s10,,,End,,,,,,,,,,
3883,550,s1,,,Awareness,,,,,,,,,,
3884,550,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3885,550,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
3886,550,s5,3,Marketing Cloud,Evaluation,,,10,CES,,,,,,
3887,550,s5,3,Marketing Cloud,Evaluation,,,10,NPS,1,,,,,
3888,550,s4,3,Marketing Cloud,Evaluation,,,9,CES,,,,,,
3889,550,s4,3,Marketing Cloud,Evaluation,,,6,NPS,-1,,,,,
3890,550,s4,3,Marketing Cloud,Evaluation,,,,,,,32406,Consultant,,
3891,550,s10,3,Marketing Cloud,End,,,,,,,,,,
3892,551,s1,,,Awareness,,,,,,,,,,
3893,551,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3894,551,s10,3,Marketing Cloud,End,,,,,,,,,,
3895,552,s1,,,Awareness,,,,,,,,,,
3896,552,s2,1,Sales Cloud,Awareness,,,,,,,,,,
3897,552,s3,1,Sales Cloud,Awareness,,,,,,,,,,
3898,552,s5,1,Sales Cloud,Evaluation,,,2,CES,,,,,,
3899,552,s5,1,Sales Cloud,Evaluation,,,8,NPS,0,,,,,
3900,552,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
3901,552,s4,1,Sales Cloud,Evaluation,,,,,,,40512,Consultant,,
3902,552,s10,1,Sales Cloud,End,,,,,,,,,,
3903,553,s1,,,Awareness,,,,,,,,,,
3904,553,s10,,,End,,,,,,,,,,
3905,554,s1,,,Awareness,,,,,,,,,,
3906,554,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3907,554,s10,3,Marketing Cloud,End,,,,,,,,,,
3908,555,s1,,,Awareness,,,,,,,,,,
3909,555,s2,0,Siebel,Awareness,,,,,,,,,,
3910,555,s10,0,Siebel,End,,,,,,,,,,
3911,556,s1,,,Awareness,,,,,,,,,,
3912,556,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3913,556,s10,3,Marketing Cloud,End,,,,,,,,,,
3914,557,s1,,,Awareness,,,,,,,,,,
3915,557,s2,2,Service Cloud,Awareness,,,,,,,,,,
3916,557,s3,2,Service Cloud,Awareness,,,,,,,,,,
3917,557,s4,2,Service Cloud,Evaluation,,,,,,,,,,
3918,557,s4,2,Service Cloud,Evaluation,,,,,,,48087,Consultant,,
3919,557,s5,2,Service Cloud,Evaluation,,,,,,,,,,
3920,557,s4,2,Service Cloud,Evaluation,,,,,,,,,,
3921,557,s4,2,Service Cloud,Evaluation,,,,,,,34710,Consultant,,
3922,557,s4,2,Service Cloud,Evaluation,,,,,,,,,,
3923,557,s4,2,Service Cloud,Evaluation,,,,,,,7755,Consultant,,
3924,557,s10,2,Service Cloud,End,,,,,,,,,,
3925,558,s1,,,Awareness,,,,,,,,,,
3926,558,s2,5,Siebel,Awareness,,,,,,,,,,
3927,558,s3,5,Siebel,Awareness,,,,,,,,,,
3928,558,s5,5,Siebel,Evaluation,,,10,CES,,,,,,
3929,558,s5,5,Siebel,Evaluation,,,10,NPS,1,,,,,
3930,558,s4,5,Siebel,Evaluation,,,,,,,,,,
3931,558,s4,5,Siebel,Evaluation,,,,,,,78724,Consultant,,
3932,558,s4,5,Siebel,Evaluation,,,,,,,,,,
3933,558,s4,5,Siebel,Evaluation,,,,,,,86191,Consultant,,
3934,558,s6,5,Siebel,Purchase,,,,,,,,,,
3935,558,s6,5,Siebel,Purchase,,,,,,,,,86191,1
3936,558,s7,5,Siebel,Use,,,10,CES,,,,,,
3937,558,s7,5,Siebel,Use,,,9,NPS,1,,,,,
3938,558,s9,5,Siebel,Use,,,9,CES,,,,,,
3939,558,s9,5,Siebel,Use,,,10,NPS,1,,,,,
3940,558,s10,5,Siebel,End,,,,,,,,,,
3941,559,s1,,,Awareness,,,,,,,,,,
3942,559,s2,0,Siebel,Awareness,,,,,,,,,,
3943,559,s10,0,Siebel,End,,,,,,,,,,
3944,560,s1,,,Awareness,,,,,,,,,,
3945,560,s2,0,Siebel,Awareness,,,,,,,,,,
3946,560,s3,0,Siebel,Awareness,,,,,,,,,,
3947,560,s10,0,Siebel,End,,,,,,,,,,
3948,561,s1,,,Awareness,,,,,,,,,,
3949,561,s2,4,BI,Awareness,,,,,,,,,,
3950,561,s3,4,BI,Awareness,,,,,,,,,,
3951,561,s5,4,BI,Evaluation,,,,,,,,,,
3952,561,s4,4,BI,Evaluation,,,4,CES,,,,,,
3953,561,s4,4,BI,Evaluation,,,1,NPS,-1,,,,,
3954,561,s4,4,BI,Evaluation,,,,,,,39649,Consultant,,
3955,561,s10,4,BI,End,,,,,,,,,,
3956,562,s1,,,Awareness,,,,,,,,,,
3957,562,s2,0,Siebel,Awareness,,,,,,,,,,
3958,562,s3,0,Siebel,Awareness,,,,,,,,,,
3959,562,s4,0,Siebel,Evaluation,,,,,,,,,,
3960,562,s4,0,Siebel,Evaluation,,,,,,,83118,Consultant,,
3961,562,s10,0,Siebel,End,,,,,,,,,,
3962,563,s1,,,Awareness,,,,,,,,,,
3963,563,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3964,563,s10,3,Marketing Cloud,End,,,,,,,,,,
3965,564,s1,,,Awareness,,,,,,,,,,
3966,564,s10,,,End,,,,,,,,,,
3967,565,s1,,,Awareness,,,,,,,,,,
3968,565,s2,2,Service Cloud,Awareness,,,,,,,,,,
3969,565,s10,2,Service Cloud,End,,,,,,,,,,
3970,566,s1,,,Awareness,,,,,,,,,,
3971,566,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
3972,566,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
3973,566,s4,3,Marketing Cloud,Evaluation,,,,,,,,,,
3974,566,s4,3,Marketing Cloud,Evaluation,,,,,,,37049,Consultant,,
3975,566,s6,3,Marketing Cloud,Purchase,,,,,,,,,,
3976,566,s6,3,Marketing Cloud,Purchase,,,,,,,,,37049,1
3977,566,s7,3,Marketing Cloud,Use,,,10,CES,,,,,,
3978,566,s7,3,Marketing Cloud,Use,,,8,NPS,0,,,,,
3979,566,s9,3,Marketing Cloud,Use,,,,,,,,,,
3980,566,s10,3,Marketing Cloud,End,,,,,,,,,,
3981,567,s1,,,Awareness,,,,,,,,,,
3982,567,s2,4,BI,Awareness,,,9,CES,,,,,,
3983,567,s10,4,BI,End,,,,,,,,,,
3984,568,s1,,,Awareness,,,,,,,,,,
3985,568,s2,1,Sales Cloud,Awareness,,,4,CES,,,,,,
3986,568,s3,1,Sales Cloud,Awareness,,,,,,,,,,
3987,568,s5,1,Sales Cloud,Evaluation,,,,,,,,,,
3988,568,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
3989,568,s4,1,Sales Cloud,Evaluation,,,,,,,9063,Consultant,,
3990,568,s5,1,Sales Cloud,Evaluation,,,,,,,,,,
3991,568,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
3992,568,s4,1,Sales Cloud,Evaluation,,,,,,,13148,Consultant,,
3993,568,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
3994,568,s4,1,Sales Cloud,Evaluation,,,,,,,14283,Consultant,,
3995,568,s6,1,Sales Cloud,Purchase,,,,,,,,,,
3996,568,s6,1,Sales Cloud,Purchase,,,,,,,,,14283,1
3997,568,s7,1,Sales Cloud,Use,,,,,,,,,,
3998,568,s2,5,Siebel,Awareness,Loyal,,,,,,,,,
3999,568,s3,5,Siebel,Awareness,Loyal,,,,,,,,,
4000,568,s5,5,Siebel,Evaluation,Loyal,,,,,,,,,
4001,568,s4,5,Siebel,Evaluation,Loyal,,,,,,,,,
4002,568,s4,5,Siebel,Evaluation,Loyal,,,,,,83870,Consultant,,
4003,568,s6,5,Siebel,Purchase,Loyal,,,,,,,,,
4004,568,s6,5,Siebel,Purchase,Loyal,,,,,,,,83870,1
4005,568,s7,5,Siebel,Use,Loyal,,,,,,,,,
4006,568,s9,5,Siebel,Use,Loyal,,,,,,,,,
4007,568,s10,5,Siebel,End,Loyal,,,,,,,,,
4008,569,s1,,,Awareness,,,,,,,,,,
4009,569,s2,4,BI,Awareness,,,,,,,,,,
4010,569,s10,4,BI,End,,,,,,,,,,
4011,570,s1,,,Awareness,,,,,,,,,,
4012,570,s2,3,Marketing Cloud,Awareness,,,5,CES,,,,,,
4013,570,s10,3,Marketing Cloud,End,,,,,,,,,,
