rowNumber,PersonId,Price,Objects, State 
38857,54564,462,4,s5
38858,54564,-462,4,s5
38859,54564,-462,0,s5
38860,54575,279,2,s5
38861,54575,-279,2,s5
38862,54576,102,4,s5
38863,54576,-102,4,s5
38864,54576,102,0,s5
38865,54576,-102,0,s5
38866,54588,319,2,s5
38867,54588,-319,2,s5
38868,54589,319,0,s5
38869,54590,319,0,s5
38870,54590,-319,0,s5
38871,54591,221,2,s5
38872,54591,-221,2,s5
38873,54592,357,4,s5
38874,54592,-357,4,s5
38875,54598,550,6,s5
38876,54598,-550,6,s5
38877,54598,-550,0,s5
38878,54602,135,2,s5
38879,54605,233,2,s5
38880,54605,-233,2,s5
38881,54605,233,0,s5
38882,54605,-233,0,s5
38883,54607,312,6,s5
38884,54607,-312,6,s5
38885,54607,312,0,s5
38886,54611,546,2,s5
38887,54611,-546,2,s5
38888,54611,546,0,s5
38889,54611,-546,0,s5
38890,54614,546,0,s5
38891,54617,96,0,s5
38892,54617,-96,0,s5
38893,54617,-96,0,s5
38894,54622,241,6,s5
38895,54622,-241,6,s5
38896,54624,241,0,s5
38897,54624,241,0,s5
38898,54624,-241,0,s5
38899,54626,241,0,s5
38900,54626,-241,0,s5
38901,54628,230,2,s5
38902,54628,230,2,s5
38903,54628,-230,2,s5
38904,54629,230,1,s5
38905,54629,230,1,s5
38906,54629,-230,1,s5
38907,54629,-230,0,s5
38908,54629,230,0,s5
38909,54629,-230,0,s5
38910,54630,352,5,s5
38911,54630,-352,5,s5
38912,54633,185,2,s5
38913,54633,-185,2,s5
38914,54642,428,2,s5
38915,54642,-428,2,s5
38916,54645,428,0,s5
38917,54645,-428,0,s5
38918,54647,428,0,s5
38919,54653,271,4,s5
38920,54654,511,2,s5
38921,54654,-511,2,s5
38922,54657,511,0,s5
38923,54658,433,4,s5
38924,54658,-433,4,s5
38925,54659,433,0,s5
38926,54661,323,2,s5
38927,54661,-323,2,s5
38928,54661,-323,0,s5
38929,54665,152,12,s5
38930,54665,-152,12,s5
38931,54665,152,0,s5
38932,54665,152,0,s5
38933,54665,-152,0,s5
38934,54665,152,0,s5
38935,54665,-152,0,s5
38936,54665,-152,0,s5
38937,54668,347,2,s5
38938,54668,347,2,s5
38939,54672,203,2,s5
38940,54672,203,2,s5
38941,54672,-203,2,s5
38942,54673,512,3,s5
38943,54673,-512,3,s5
38944,54674,512,0,s5
38945,54674,-512,0,s5
38946,54681,205,4,s5
38947,54681,-205,4,s5
38948,54686,392,2,s5
38949,54686,-392,2,s5
38950,54691,204,0,s5
38951,54691,-204,0,s5
38952,54692,204,0,s5
38953,54692,-204,0,s5
38954,54694,464,4,s5
38955,54699,247,0,s5
38956,54699,247,0,s5
38957,54699,-247,0,s5
38958,54706,555,0,s5
38959,54706,-555,0,s5
38960,54715,194,6,s5
38961,54715,194,6,s5
38962,54715,-194,6,s5
38963,54716,595,3,s5
38964,54723,97,2,s5
38965,54727,227,2,s5
38966,54727,-227,2,s5
38967,54729,227,0,s5
38968,54729,227,0,s5
38969,54730,466,3,s5
38970,54730,-466,3,s5
38971,54731,432,4,s5
38972,54731,-432,4,s5
38973,54748,228,0,s5
38974,54748,-228,0,s5
38975,54748,-228,0,s5
38976,54749,297,8,s5
38977,54752,240,0,s5
38978,54752,240,0,s5
38979,54753,460,7,s5
38980,54753,-460,7,s5
38981,54756,460,0,s5
38982,54758,469,6,s5
38983,54758,469,6,s5
38984,54761,599,2,s5
38985,54761,-599,2,s5
38986,54761,599,0,s5
38987,54761,599,0,s5
38988,54761,-599,0,s5
38989,54764,258,0,s5
38990,54764,258,0,s5
38991,54764,-258,0,s5
38992,54764,258,0,s5
38993,54765,258,1,s5
38994,54765,-258,1,s5
38995,54766,283,2,s5
38996,54773,552,2,s5
38997,54773,-552,2,s5
38998,54773,552,0,s5
38999,54773,-552,0,s5
39000,54776,107,0,s5
39001,54776,-107,0,s5
39002,54778,595,6,s5
39003,54778,-595,6,s5
39004,54784,437,4,s5
39005,54784,-437,4,s5
39006,54786,332,4,s5
39007,54791,332,0,s5
39008,54791,-332,0,s5
39009,54792,332,0,s5
39010,54793,563,6,s5
39011,54793,-563,6,s5
39012,54797,563,0,s5
39013,54799,312,2,s5
39014,54799,-312,2,s5
39015,54803,242,4,s5
39016,54803,-242,4,s5
39017,54803,-242,0,s5
39018,54804,242,0,s5
39019,54812,138,2,s5
39020,54812,138,2,s5
39021,54815,138,0,s5
39022,54816,138,0,s5
39023,54824,481,0,s5
39024,54824,-481,0,s5
39025,54824,-481,0,s5
39026,54826,481,0,s5
39027,54829,110,2,s5
39028,54829,-110,2,s5
39029,54829,-110,0,s5
39030,54831,110,0,s5
39031,54831,110,0,s5
39032,54832,536,3,s5
39033,54832,-536,3,s5
39034,54837,216,0,s5
39035,54839,500,2,s5
39036,54860,497,4,s5
39037,54860,-497,4,s5
39038,54863,497,0,s5
39039,54868,214,0,s5
39040,54868,-214,0,s5
39041,54868,-214,0,s5
39042,54870,306,6,s5
39043,54871,306,0,s5
39044,54871,-306,0,s5
39045,54872,175,6,s5
39046,54872,-175,6,s5
39047,54874,175,0,s5
39048,54874,-175,0,s5
39049,54883,107,2,s5
39050,54883,-107,2,s5
39051,54897,189,4,s5
39052,54902,551,2,s5
39053,54905,419,2,s5
39054,54905,419,2,s5
39055,54905,-419,2,s5
39056,54905,-419,0,s5
39057,54906,261,5,s5
39058,54906,-261,5,s5
39059,54906,261,0,s5
39060,54906,-261,0,s5
39061,54906,261,0,s5
39062,54906,-261,0,s5
39063,54906,261,0,s5
39064,54906,-261,0,s5
39065,54908,157,2,s5
39066,54908,-157,2,s5
39067,54916,435,4,s5
39068,54916,-435,4,s5
39069,54916,-435,0,s5
39070,54920,282,4,s5
39071,54920,-282,4,s5
39072,54920,-282,0,s5
39073,54927,107,6,s5
39074,54927,-107,6,s5
39075,54933,441,2,s5
39076,54933,-441,2,s5
39077,54933,-441,0,s5
39078,54937,97,2,s5
39079,54937,-97,2,s5
39080,54938,190,8,s5
39081,54938,-190,8,s5
39082,54944,198,0,s5
39083,54944,-198,0,s5
39084,54946,145,2,s5
39085,54946,-145,2,s5
39086,54951,380,2,s5
39087,54952,112,4,s5
39088,54954,112,0,s5
39089,54954,-112,0,s5
39090,54954,-112,0,s5
39091,54958,499,0,s5
39092,54958,-499,0,s5
39093,54958,-499,0,s5
39094,54959,369,4,s5
39095,54959,-369,4,s5
39096,54959,369,0,s5
39097,54959,-369,0,s5
39098,54962,369,0,s5
39099,54964,217,8,s5
39100,54964,217,8,s5
39101,54964,-217,8,s5
39102,54964,-217,0,s5
39103,54970,217,0,s5
39104,54970,-217,0,s5
39105,54970,-217,0,s5
39106,54971,359,2,s5
39107,54971,-359,2,s5
39108,54972,579,6,s5
39109,54972,-579,6,s5
39110,54972,579,0,s5
39111,54972,-579,0,s5
39112,54972,-579,0,s5
39113,54973,579,0,s5
39114,54982,451,0,s5
39115,54982,-451,0,s5
39116,54988,263,4,s5
39117,54988,-263,4,s5
39118,54995,263,0,s5
39119,54995,-263,0,s5
39120,55002,263,0,s5
39121,55008,263,0,s5
39122,55008,-263,0,s5
39123,55008,-263,0,s5
39124,55010,566,4,s5
39125,55012,566,0,s5
39126,55016,566,0,s5
39127,55018,566,0,s5
39128,55018,-566,0,s5
39129,55020,229,8,s5
39130,55024,593,2,s5
39131,55024,-593,2,s5
39132,55028,309,0,s5
39133,55028,309,0,s5
39134,55028,-309,0,s5
39135,55031,315,4,s5
39136,55031,-315,4,s5
39137,55034,304,2,s5
39138,55034,-304,2,s5
39139,55039,326,4,s5
39140,55039,-326,4,s5
39141,55040,304,6,s5
39142,55040,-304,6,s5
39143,55041,304,0,s5
39144,55041,-304,0,s5
39145,55041,-304,0,s5
39146,55042,304,0,s5
39147,55046,599,2,s5
39148,55046,-599,2,s5
39149,55046,-599,0,s5
39150,55047,336,4,s5
39151,55047,-336,4,s5
39152,55047,-336,0,s5
39153,55047,-336,0,s5
39154,55048,314,2,s5
39155,55048,314,2,s5
39156,55048,-314,2,s5
39157,55049,114,15,s5
39158,55049,-114,15,s5
39159,55049,114,0,s5
39160,55049,-114,0,s5
39161,55050,146,4,s5
39162,55050,-146,4,s5
39163,55058,283,2,s5
39164,55058,-283,2,s5
39165,55067,359,2,s5
39166,55067,-359,2,s5
39167,55067,-359,0,s5
39168,55069,475,6,s5
39169,55076,473,2,s5
39170,55076,-473,2,s5
39171,55078,473,0,s5
39172,55078,-473,0,s5
39173,55078,-473,0,s5
39174,55081,475,6,s5
39175,55083,393,10,s5
39176,55083,-393,10,s5
39177,55086,526,2,s5
39178,55087,407,2,s5
39179,55087,-407,2,s5
39180,55087,407,0,s5
39181,55087,-407,0,s5
39182,55087,407,0,s5
39183,55087,-407,0,s5
39184,55087,-407,0,s5
39185,55089,407,0,s5
39186,55102,487,0,s5
39187,55105,551,2,s5
39188,55105,-551,2,s5
39189,55105,551,0,s5
39190,55105,-551,0,s5
39191,55107,551,0,s5
39192,55107,-551,0,s5
39193,55108,276,2,s5
39194,55108,-276,2,s5
39195,55108,276,0,s5
39196,55108,-276,0,s5
39197,55108,-276,0,s5
39198,55110,276,0,s5
39199,55113,297,2,s5
39200,55113,-297,2,s5
39201,55115,166,4,s5
39202,55115,-166,4,s5
39203,55115,-166,0,s5
39204,55116,166,0,s5
39205,55116,-166,0,s5
39206,55120,153,0,s5
39207,55128,268,2,s5
39208,55128,-268,2,s5
39209,55128,-268,0,s5
39210,55129,363,4,s5
39211,55129,-363,4,s5
39212,55129,-363,0,s5
39213,55129,363,0,s5
39214,55129,-363,0,s5
39215,55129,-363,0,s5
39216,55131,363,0,s5
39217,55132,363,0,s5
39218,55133,363,0,s5
39219,55133,-363,0,s5
39220,55133,363,0,s5
39221,55133,-363,0,s5
39222,55133,-363,0,s5
39223,55134,363,0,s5
39224,55138,363,0,s5
39225,55138,-363,0,s5
39226,55139,363,0,s5
39227,55139,-363,0,s5
39228,55143,90,4,s5
39229,55143,-90,4,s5
39230,55143,-90,0,s5
39231,55144,90,0,s5
39232,55156,180,0,s5
39233,55163,346,2,s5
39234,55163,-346,2,s5
39235,55171,251,2,s5
39236,55174,513,2,s5
39237,55174,-513,2,s5
39238,55176,513,0,s5
39239,55180,457,2,s5
39240,55182,372,2,s5
39241,55182,-372,2,s5
39242,55186,372,0,s5
39243,55186,-372,0,s5
39244,55187,372,0,s5
39245,55190,467,0,s5
39246,55190,-467,0,s5
39247,55193,268,8,s5
39248,55197,268,0,s5
39249,55203,384,0,s5
39250,55203,-384,0,s5
39251,55203,384,0,s5
39252,55203,-384,0,s5
39253,55207,416,2,s5
39254,55207,416,2,s5
39255,55207,-416,2,s5
39256,55208,405,11,s5
39257,55208,-405,11,s5
39258,55209,405,0,s5
39259,55209,-405,0,s5
39260,55220,392,2,s5
39261,55220,392,2,s5
39262,55220,-392,2,s5
39263,55220,392,0,s5
39264,55220,-392,0,s5
39265,55220,392,0,s5
39266,55220,-392,0,s5
39267,55220,-392,0,s5
39268,55222,206,4,s5
39269,55222,-206,4,s5
39270,55226,259,2,s5
39271,55226,-259,2,s5
39272,55226,259,0,s5
39273,55226,-259,0,s5
39274,55229,259,0,s5
39275,55229,259,0,s5
39276,55236,254,0,s5
39277,55236,-254,0,s5
39278,55236,254,0,s5
39279,55237,410,2,s5
39280,55237,-410,2,s5
39281,55245,467,4,s5
39282,55245,-467,4,s5
39283,55245,467,0,s5
39284,55245,-467,0,s5
39285,55247,171,8,s5
39286,55255,590,0,s5
39287,55256,590,0,s5
39288,55256,-590,0,s5
39289,55259,445,2,s5
39290,55259,-445,2,s5
39291,55259,445,0,s5
39292,55265,445,0,s5
39293,55265,-445,0,s5
39294,55265,445,0,s5
39295,55265,445,0,s5
39296,55265,-445,0,s5
39297,55265,445,0,s5
39298,55265,-445,0,s5
39299,55266,262,3,s5
39300,55266,262,3,s5
39301,55266,-262,3,s5
39302,55268,262,0,s5
39303,55268,-262,0,s5
39304,55268,262,0,s5
39305,55268,-262,0,s5
39306,55268,-262,0,s5
39307,55271,492,4,s5
39308,55271,-492,4,s5
39309,55272,395,4,s5
39310,55272,-395,4,s5
39311,55272,395,0,s5
39312,55272,-395,0,s5
39313,55272,-395,0,s5
39314,55273,395,0,s5
39315,55273,-395,0,s5
39316,55274,456,2,s5
39317,55276,456,0,s5
39318,55276,-456,0,s5
39319,55277,113,4,s5
39320,55277,-113,4,s5
39321,55277,113,0,s5
39322,55277,113,0,s5
39323,55281,139,2,s5
39324,55281,-139,2,s5
39325,55282,507,6,s5
39326,55282,507,6,s5
39327,55282,507,6,s5
39328,55282,-507,6,s5
39329,55282,507,0,s5
39330,55282,-507,0,s5
39331,55284,360,2,s5
39332,55284,-360,2,s5
39333,55284,-360,0,s5
39334,55287,416,4,s5
39335,55287,-416,4,s5
39336,55287,416,0,s5
39337,55287,-416,0,s5
39338,55287,-416,0,s5
39339,55288,566,2,s5
39340,55288,-566,2,s5
39341,55295,571,0,s5
39342,55295,-571,0,s5
39343,55299,76,2,s5
39344,55303,446,6,s5
39345,55303,-446,6,s5
39346,55303,-446,0,s5
39347,55312,180,0,s5
39348,55315,384,2,s5
39349,55318,441,0,s5
39350,55322,167,2,s5
39351,55322,-167,2,s5
39352,55322,-167,0,s5
39353,55323,167,0,s5
39354,55323,-167,0,s5
39355,55326,232,4,s5
39356,55326,-232,4,s5
39357,55329,418,2,s5
39358,55329,-418,2,s5
39359,55335,251,0,s5
39360,55336,169,6,s5
39361,55336,-169,6,s5
39362,55340,275,8,s5
39363,55340,-275,8,s5
39364,55340,-275,0,s5
39365,55345,275,0,s5
39366,55349,442,4,s5
39367,55349,-442,4,s5
39368,55350,282,2,s5
39369,55350,-282,2,s5
39370,55350,-282,0,s5
39371,55354,282,0,s5
39372,55354,-282,0,s5
39373,55357,598,0,s5
39374,55357,-598,0,s5
39375,55361,574,2,s5
39376,55361,-574,2,s5
39377,55361,-574,0,s5
39378,55362,574,0,s5
39379,55362,-574,0,s5
39380,55363,574,0,s5
39381,55364,574,0,s5
39382,55364,-574,0,s5
39383,55365,129,2,s5
39384,55366,129,0,s5
39385,55366,-129,0,s5
39386,55366,-129,0,s5
39387,55367,325,6,s5
39388,55367,-325,6,s5
39389,55369,86,2,s5
39390,55369,-86,2,s5
39391,55371,86,0,s5
39392,55372,358,2,s5
39393,55372,358,2,s5
39394,55372,-358,2,s5
39395,55376,233,8,s5
39396,55376,-233,8,s5
39397,55380,309,2,s5
39398,55380,-309,2,s5
39399,55380,309,0,s5
39400,55380,-309,0,s5
39401,55380,-309,0,s5
39402,55380,309,0,s5
39403,55380,-309,0,s5
39404,55381,169,2,s5
39405,55381,-169,2,s5
39406,55381,-169,0,s5
39407,55382,515,2,s5
39408,55382,515,2,s5
39409,55385,515,0,s5
39410,55388,527,2,s5
39411,55391,527,0,s5
39412,55396,519,2,s5
39413,55400,519,0,s5
39414,55400,-519,0,s5
39415,55405,130,2,s5
39416,55405,-130,2,s5
39417,55411,130,0,s5
39418,55412,191,4,s5
39419,55412,-191,4,s5
39420,55412,191,0,s5
39421,55412,-191,0,s5
39422,55412,191,0,s5
39423,55412,-191,0,s5
39424,55413,251,4,s5
39425,55413,-251,4,s5
39426,55421,390,2,s5
39427,55426,164,4,s5
39428,55426,-164,4,s5
39429,55426,164,0,s5
39430,55427,164,0,s5
39431,55427,-164,0,s5
39432,55427,-164,0,s5
39433,55431,164,0,s5
39434,55433,148,2,s5
39435,55435,148,0,s5
39436,55440,559,0,s5
39437,55440,-559,0,s5
39438,55440,-559,0,s5
39439,55441,408,4,s5
39440,55441,-408,4,s5
39441,55442,408,0,s5
39442,55442,-408,0,s5
39443,55443,408,0,s5
39444,55444,356,6,s5
39445,55444,-356,6,s5
39446,55444,-356,0,s5
39447,55445,356,0,s5
39448,55445,-356,0,s5
39449,55449,275,2,s5
39450,55449,-275,2,s5
39451,55449,275,0,s5
39452,55449,275,0,s5
39453,55451,275,0,s5
39454,55455,275,0,s5
39455,55455,-275,0,s5
39456,55459,172,2,s5
39457,55459,-172,2,s5
39458,55460,172,0,s5
39459,55460,-172,0,s5
39460,55462,123,0,s5
39461,55462,-123,0,s5
39462,55464,123,0,s5
39463,55468,123,0,s5
39464,55468,-123,0,s5
39465,55468,123,0,s5
39466,55470,350,4,s5
39467,55470,-350,4,s5
39468,55470,-350,0,s5
39469,55471,350,0,s5
39470,55471,-350,0,s5
39471,55472,588,2,s5
39472,55474,309,2,s5
39473,55475,309,0,s5
39474,55479,320,2,s5
39475,55479,-320,2,s5
39476,55479,320,0,s5
39477,55479,-320,0,s5
39478,55480,141,2,s5
39479,55480,-141,2,s5
39480,55481,207,8,s5
39481,55481,-207,8,s5
39482,55481,-207,0,s5
39483,55489,270,0,s5
39484,55489,-270,0,s5
39485,55489,270,0,s5
39486,55489,-270,0,s5
39487,55489,-270,0,s5
39488,55491,415,2,s5
39489,55491,-415,2,s5
39490,55494,355,0,s5
39491,55496,355,0,s5
39492,55496,-355,0,s5
39493,55497,272,2,s5
39494,55498,161,4,s5
39495,55498,-161,4,s5
39496,55498,-161,0,s5
39497,55501,161,0,s5
39498,55502,161,0,s5
39499,55502,161,0,s5
39500,55502,-161,0,s5
39501,55513,502,2,s5
39502,55513,-502,2,s5
39503,55531,312,2,s5
39504,55531,-312,2,s5
39505,55531,-312,0,s5
39506,55538,358,2,s5
39507,55538,-358,2,s5
39508,55539,358,0,s5
39509,55541,358,0,s5
39510,55550,228,2,s5
39511,55550,-228,2,s5
39512,55550,-228,0,s5
39513,55554,148,2,s5
39514,55555,206,2,s5
39515,55555,-206,2,s5
39516,55556,206,0,s5
39517,55556,-206,0,s5
39518,55563,242,2,s5
39519,55563,-242,2,s5
39520,55563,-242,0,s5
39521,55568,346,2,s5
39522,55569,346,0,s5
39523,55569,-346,0,s5
39524,55574,448,2,s5
39525,55575,543,4,s5
39526,55578,564,2,s5
39527,55578,564,2,s5
39528,55578,-564,2,s5
39529,55579,564,1,s5
39530,55579,-564,1,s5
39531,55580,564,0,s5
39532,55581,296,2,s5
39533,55581,-296,2,s5
39534,55581,296,0,s5
39535,55581,-296,0,s5
39536,55581,296,0,s5
39537,55581,-296,0,s5
39538,55589,219,2,s5
39539,55589,-219,2,s5
39540,55589,219,0,s5
39541,55589,-219,0,s5
39542,55590,198,4,s5
39543,55592,279,2,s5
39544,55592,-279,2,s5
39545,55593,279,0,s5
39546,55593,-279,0,s5
39547,55596,279,0,s5
39548,55598,91,2,s5
39549,55598,-91,2,s5
39550,55598,-91,0,s5
39551,55600,132,4,s5
39552,55602,442,2,s5
39553,55606,467,2,s5
39554,55606,-467,2,s5
39555,55606,-467,0,s5
39556,55607,217,2,s5
39557,55607,-217,2,s5
39558,55613,183,2,s5
39559,55615,363,4,s5
39560,55615,-363,4,s5
39561,55616,454,8,s5
39562,55616,-454,8,s5
39563,55625,589,4,s5
39564,55625,-589,4,s5
39565,55630,421,10,s5
39566,55632,428,4,s5
39567,55633,366,4,s5
39568,55635,184,2,s5
39569,55637,519,4,s5
39570,55637,519,4,s5
39571,55637,519,4,s5
39572,55641,445,2,s5
39573,55641,-445,2,s5
39574,55641,-445,0,s5
39575,55642,587,2,s5
39576,55642,587,2,s5
39577,55642,-587,2,s5
39578,55642,-587,0,s5
39579,55644,290,2,s5
39580,55645,290,0,s5
39581,55647,115,4,s5
39582,55647,-115,4,s5
39583,55647,-115,0,s5
39584,55647,-115,0,s5
39585,55648,345,6,s5
39586,55648,-345,6,s5
39587,55650,345,0,s5
39588,55653,331,2,s5
39589,55653,-331,2,s5
39590,55653,-331,0,s5
39591,55654,206,4,s5
39592,55654,-206,4,s5
39593,55654,-206,0,s5
39594,55658,418,2,s5
39595,55658,-418,2,s5
39596,55658,418,0,s5
39597,55658,-418,0,s5
39598,55658,418,0,s5
39599,55658,-418,0,s5
39600,55665,96,2,s5
39601,55665,-96,2,s5
39602,55667,587,2,s5
39603,55667,-587,2,s5
39604,55668,432,10,s5
39605,55668,-432,10,s5
39606,55673,432,0,s5
39607,55673,432,0,s5
39608,55674,550,3,s5
39609,55681,400,0,s5
39610,55683,300,2,s5
39611,55683,-300,2,s5
39612,55684,300,0,s5
39613,55684,300,0,s5
39614,55684,-300,0,s5
39615,55684,300,0,s5
39616,55684,-300,0,s5
39617,55684,300,0,s5
39618,55684,-300,0,s5
39619,55685,342,3,s5
39620,55685,-342,3,s5
39621,55686,342,0,s5
39622,55697,290,0,s5
39623,55697,-290,0,s5
39624,55698,290,0,s5
39625,55700,300,4,s5
39626,55711,118,2,s5
39627,55711,118,2,s5
39628,55713,118,0,s5
39629,55713,-118,0,s5
39630,55713,-118,0,s5
39631,55718,160,6,s5
39632,55718,-160,6,s5
39633,55718,-160,0,s5
39634,55722,368,0,s5
39635,55722,-368,0,s5
39636,55736,374,0,s5
39637,55736,-374,0,s5
39638,55736,-374,0,s5
39639,55736,374,0,s5
39640,55736,-374,0,s5
39641,55752,503,2,s5
39642,55752,-503,2,s5
39643,55752,-503,0,s5
39644,55753,503,0,s5
39645,55753,-503,0,s5
39646,55753,-503,0,s5
39647,55754,173,6,s5
39648,55754,-173,6,s5
39649,55754,173,0,s5
39650,55754,-173,0,s5
39651,55754,-173,0,s5
39652,55760,383,2,s5
39653,55760,-383,2,s5
39654,55760,383,0,s5
39655,55760,-383,0,s5
39656,55762,383,0,s5
39657,55770,280,4,s5
39658,55770,-280,4,s5
39659,55774,280,0,s5
39660,55774,-280,0,s5
39661,55775,280,0,s5
39662,55779,261,2,s5
39663,55779,-261,2,s5
39664,55793,450,0,s5
39665,55797,212,0,s5
39666,55798,212,0,s5
39667,55798,-212,0,s5
39668,55798,-212,0,s5
39669,55798,212,0,s5
39670,55798,-212,0,s5
39671,55799,358,6,s5
39672,55799,-358,6,s5
39673,55799,-358,0,s5
39674,55800,358,0,s5
39675,55800,-358,0,s5
39676,55804,358,0,s5
39677,55804,-358,0,s5
39678,55810,486,6,s5
39679,55810,-486,6,s5
39680,55810,-486,0,s5
39681,55811,216,4,s5
39682,55815,216,0,s5
39683,55815,-216,0,s5
39684,55818,269,12,s5
39685,55824,461,4,s5
39686,55826,246,6,s5
39687,55832,303,2,s5
39688,55832,-303,2,s5
39689,55832,303,0,s5
39690,55832,-303,0,s5
39691,55832,303,0,s5
39692,55832,-303,0,s5
39693,55832,-303,0,s5
39694,55838,227,10,s5
39695,55841,109,4,s5
39696,55841,-109,4,s5
39697,55847,87,2,s5
39698,55847,-87,2,s5
39699,55847,-87,0,s5
39700,55848,168,2,s5
39701,55848,168,2,s5
39702,55848,-168,2,s5
39703,55848,168,0,s5
39704,55856,123,2,s5
39705,55856,123,2,s5
39706,55856,-123,2,s5
39707,55857,209,3,s5
39708,55857,-209,3,s5
39709,55858,468,2,s5
39710,55858,-468,2,s5
39711,55858,-468,0,s5
39712,55859,468,0,s5
39713,55861,468,0,s5
39714,55868,468,0,s5
39715,55868,-468,0,s5
39716,55869,468,0,s5
39717,55869,-468,0,s5
39718,55870,468,0,s5
39719,55870,-468,0,s5
39720,55870,468,0,s5
39721,55875,570,2,s5
39722,55875,-570,2,s5
39723,55875,570,0,s5
39724,55875,-570,0,s5
39725,55884,398,0,s5
39726,55884,-398,0,s5
39727,55887,398,0,s5
39728,55888,398,0,s5
39729,55891,398,0,s5
39730,55891,-398,0,s5
39731,55894,506,0,s5
39732,55899,506,0,s5
39733,55899,-506,0,s5
39734,55899,506,0,s5
39735,55899,-506,0,s5
39736,55901,506,0,s5
39737,55905,545,2,s5
39738,55905,-545,2,s5
39739,55905,545,0,s5
39740,55905,-545,0,s5
39741,55905,-545,0,s5
39742,55906,417,4,s5
39743,55906,-417,4,s5
39744,55906,-417,0,s5
39745,55913,521,2,s5
39746,55913,-521,2,s5
39747,55918,349,2,s5
39748,55918,-349,2,s5
39749,55919,349,0,s5
39750,55919,-349,0,s5
39751,55924,336,2,s5
39752,55924,-336,2,s5
39753,55924,336,0,s5
39754,55924,-336,0,s5
39755,55926,173,6,s5
39756,55929,447,2,s5
39757,55929,-447,2,s5
39758,55929,-447,0,s5
39759,55929,447,0,s5
39760,55929,-447,0,s5
39761,55939,320,4,s5
39762,55939,-320,4,s5
39763,55939,-320,0,s5
39764,55940,240,4,s5
39765,55940,-240,4,s5
39766,55940,240,0,s5
39767,55940,-240,0,s5
39768,55940,-240,0,s5
39769,55942,240,0,s5
39770,55942,-240,0,s5
39771,55945,240,0,s5
39772,55948,124,2,s5
39773,55948,-124,2,s5
39774,55948,-124,0,s5
39775,55954,275,2,s5
39776,55954,-275,2,s5
39777,55955,275,0,s5
39778,55961,115,2,s5
39779,55961,-115,2,s5
39780,55962,597,2,s5
39781,55962,-597,2,s5
39782,55962,-597,0,s5
39783,55967,350,2,s5
39784,55972,189,2,s5
39785,55977,121,4,s5
39786,55977,-121,4,s5
39787,55978,121,0,s5
39788,55984,161,2,s5
39789,55984,161,2,s5
39790,55984,-161,2,s5
39791,55984,161,0,s5
39792,55985,161,1,s5
39793,55986,335,2,s5
39794,55986,335,2,s5
39795,55986,-335,2,s5
39796,55991,521,2,s5
39797,55991,521,2,s5
39798,55991,-521,2,s5
39799,55991,-521,0,s5
39800,55997,521,0,s5
39801,55998,521,0,s5
39802,56000,137,2,s5
39803,56000,137,2,s5
39804,56000,-137,2,s5
39805,56001,137,1,s5
39806,56001,-137,1,s5
39807,56002,255,4,s5
39808,56002,-255,4,s5
39809,56002,255,0,s5
39810,56002,-255,0,s5
39811,56003,255,0,s5
39812,56009,192,2,s5
39813,56009,-192,2,s5
39814,56012,538,10,s5
39815,56012,-538,10,s5
39816,56021,432,2,s5
39817,56021,-432,2,s5
39818,56025,148,2,s5
39819,56025,-148,2,s5
39820,56026,148,0,s5
39821,56026,-148,0,s5
39822,56026,148,0,s5
39823,56028,493,0,s5
39824,56028,-493,0,s5
39825,56032,299,2,s5
39826,56034,79,8,s5
39827,56034,-79,8,s5
39828,56034,79,0,s5
39829,56034,-79,0,s5
39830,56041,79,0,s5
39831,56043,79,0,s5
39832,56043,-79,0,s5
39833,56043,-79,0,s5
39834,56049,240,0,s5
39835,56049,240,0,s5
39836,56055,386,0,s5
39837,56055,-386,0,s5
39838,56055,386,0,s5
39839,56055,-386,0,s5
39840,56055,386,0,s5
39841,56055,386,0,s5
39842,56056,595,3,s5
39843,56056,-595,3,s5
39844,56056,-595,0,s5
39845,56057,238,4,s5
39846,56057,-238,4,s5
39847,56057,-238,0,s5
39848,56060,158,10,s5
39849,56060,-158,10,s5
39850,56065,444,4,s5
39851,56065,-444,4,s5
39852,56069,355,6,s5
39853,56069,-355,6,s5
39854,56071,355,0,s5
39855,56077,335,2,s5
39856,56079,532,2,s5
39857,56079,-532,2,s5
39858,56080,532,0,s5
39859,56080,532,0,s5
39860,56080,-532,0,s5
39861,56080,532,0,s5
39862,56080,-532,0,s5
39863,56081,532,1,s5
39864,56081,-532,1,s5
39865,56086,136,0,s5
39866,56093,507,2,s5
39867,56093,-507,2,s5
39868,56094,516,2,s5
39869,56094,-516,2,s5
39870,56094,516,0,s5
39871,56098,169,0,s5
39872,56099,169,0,s5
39873,56101,169,0,s5
39874,56101,-169,0,s5
39875,56104,324,4,s5
39876,56104,-324,4,s5
39877,56106,324,0,s5
39878,56106,324,0,s5
39879,56107,237,3,s5
39880,56107,-237,3,s5
39881,56108,237,0,s5
39882,56108,-237,0,s5
39883,56109,578,8,s5
39884,56109,-578,8,s5
39885,56109,578,0,s5
39886,56109,-578,0,s5
39887,56109,578,0,s5
39888,56109,-578,0,s5
39889,56111,344,2,s5
39890,56111,-344,2,s5
39891,56116,116,0,s5
39892,56116,-116,0,s5
39893,56116,-116,0,s5
39894,56121,268,0,s5
39895,56121,-268,0,s5
39896,56125,268,0,s5
